"reporting_date","platform","channel_group","total_cost_usd"
"10/1/2016","ios","BBM App Install",74.4
"10/1/2016","android","Facebook DPA",0
"10/1/2016","android","GDN App Install",1967.48
"10/1/2016","android","Instagram App Install",0
"10/1/2016","android","UAC App Install",0
"10/1/2016","android","inMobi App Install",3535
"9/30/2016","ios","BBM App Install",76.8
"9/30/2016","android","inMobi App Install",3486
"9/30/2016","ios","Instagram App Install",0
"9/30/2016","android","Iron Source App Install",0
"9/30/2016","ios","UAC App Install",0
"9/30/2016","android","BBM App Install",177.6
"9/30/2016","ios","Facebook DPA",0
"9/30/2016","android","Glispa App Install",0
"9/30/2016","ios","Facebook App Install",1336.34
"9/30/2016","android","GDN App Install",3319.88
"9/30/2016","ios","inMobi App Install",0
"9/30/2016","android","UAC App Install",0
"9/30/2016","android","Facebook DPA",0
"9/30/2016","android","Facebook App Install",3071.59
"9/29/2016","ios","BBM App Install",69.6
"9/29/2016","ios","Facebook App Install",1454.78
"9/29/2016","android","Glispa App Install",0
"9/29/2016","ios","inMobi App Install",0
"9/29/2016","android","GDN App Install",3699.82
"9/29/2016","android","Facebook DPA",0
"9/29/2016","android","UAC App Install",0
"9/29/2016","android","Instagram App Install",0
"9/29/2016","android","BBM App Install",190.8
"9/29/2016","android","Facebook App Install",2929.14
"9/29/2016","ios","Facebook DPA",0
"9/29/2016","ios","Instagram App Install",0
"9/29/2016","android","inMobi App Install",3728.2
"9/29/2016","ios","UAC App Install",0
"9/28/2016","ios","Instagram App Install",0
"9/28/2016","ios","BBM App Install",58.8
"9/28/2016","ios","Facebook App Install",1684.45
"9/28/2016","ios","inMobi App Install",0
"9/28/2016","android","UAC App Install",0
"9/28/2016","android","Glispa App Install",0
"9/28/2016","android","Facebook App Install",2956.58
"9/28/2016","ios","Facebook DPA",0
"9/28/2016","android","GDN App Install",3039.91
"9/28/2016","android","BBM App Install",240
"9/28/2016","ios","UAC App Install",0
"9/28/2016","android","Facebook DPA",0
"9/28/2016","android","inMobi App Install",3407.6
"9/27/2016","android","Facebook App Install",2973.89
"9/27/2016","android","GDN App Install",2483.78
"9/27/2016","android","UAC App Install",0
"9/27/2016","android","Facebook DPA",0
"9/27/2016","android","Instagram App Install",0
"9/27/2016","ios","Glispa App Install",0
"9/27/2016","android","BBM App Install",184.8
"9/27/2016","ios","Facebook DPA",0
"9/27/2016","android","Glispa App Install",1.1
"9/27/2016","ios","BBM App Install",73.2
"9/27/2016","android","inMobi App Install",3582.6
"9/27/2016","ios","inMobi App Install",0
"9/27/2016","ios","UAC App Install",0
"9/27/2016","android","Iron Source App Install",0
"9/27/2016","ios","Facebook App Install",1729.42
"9/26/2016","android","UAC App Install",0
"9/26/2016","android","inMobi App Install",3479
"9/26/2016","ios","inMobi App Install",0
"9/26/2016","ios","BBM App Install",127.2
"9/26/2016","android","Facebook App Install",3056.68
"9/26/2016","android","BBM App Install",213.6
"9/26/2016","ios","Glispa App Install",0
"9/26/2016","android","GDN App Install",2892.64
"9/26/2016","android","Glispa App Install",7.7
"9/26/2016","ios","Facebook App Install",1352.51
"9/26/2016","android","Iron Source App Install",0
"9/26/2016","ios","Facebook DPA",0
"9/26/2016","android","Instagram App Install",0
"9/26/2016","android","Facebook DPA",0
"9/25/2016","android","Iron Source App Install",0
"9/25/2016","android","Facebook App Install",3423.38
"9/25/2016","android","Facebook DPA",0
"9/25/2016","ios","inMobi App Install",0
"9/25/2016","ios","Facebook App Install",1118.64
"9/25/2016","ios","BBM App Install",105.6
"9/25/2016","android","inMobi App Install",3263.4
"9/25/2016","android","UAC App Install",0
"9/25/2016","ios","Glispa App Install",0
"9/25/2016","android","BBM App Install",214.8
"9/25/2016","android","Glispa App Install",13.2
"9/25/2016","ios","Instagram App Install",0
"9/25/2016","android","GDN App Install",2270.5
"9/25/2016","ios","Facebook DPA",0
"9/24/2016","android","GDN App Install",2351.56
"9/24/2016","android","Glispa App Install",26.4
"9/24/2016","android","UAC App Install",0
"9/24/2016","android","Facebook DPA",0
"9/24/2016","ios","Facebook App Install",1243.58
"9/24/2016","ios","Glispa App Install",0
"9/24/2016","android","BBM App Install",232.8
"9/24/2016","ios","inMobi App Install",0
"9/24/2016","ios","Facebook DPA",0
"9/24/2016","android","Facebook App Install",3440.06
"9/24/2016","android","Instagram App Install",0
"9/24/2016","ios","Instagram App Install",0
"9/24/2016","ios","BBM App Install",115.2
"9/24/2016","android","inMobi App Install",3120.6
"9/23/2016","ios","Facebook DPA",0
"9/23/2016","ios","Facebook App Install",1048.01
"9/23/2016","android","Facebook DPA",0
"9/23/2016","ios","inMobi App Install",0
"9/23/2016","android","UAC App Install",0
"9/23/2016","android","Glispa App Install",45.1
"9/23/2016","android","BBM App Install",229.2
"9/23/2016","android","inMobi App Install",2662.8
"9/23/2016","android","Facebook App Install",3465.02
"9/23/2016","ios","BBM App Install",96
"9/23/2016","ios","Instagram App Install",0
"9/23/2016","android","Instagram App Install",0
"9/23/2016","android","Iron Source App Install",0
"9/23/2016","android","GDN App Install",2144.37
"9/22/2016","ios","Facebook App Install",1178.37
"9/22/2016","ios","BBM App Install",110.4
"9/22/2016","android","Instagram App Install",0
"9/22/2016","android","inMobi App Install",2156
"9/22/2016","android","UAC App Install",0
"9/22/2016","ios","Facebook DPA",0
"9/22/2016","android","BBM App Install",322.8
"9/22/2016","android","Facebook DPA",0
"9/22/2016","ios","inMobi App Install",0
"9/22/2016","android","GDN App Install",2316.25
"9/22/2016","android","Glispa App Install",62.7
"9/22/2016","android","Iron Source App Install",0
"9/22/2016","android","Facebook App Install",3498.58
"9/21/2016","android","UAC App Install",0
"9/21/2016","ios","Facebook DPA",0
"9/21/2016","ios","BBM App Install",93.6
"9/21/2016","android","Iron Source App Install",0
"9/21/2016","android","Instagram App Install",0
"9/21/2016","android","GDN App Install",1168.44
"9/21/2016","android","Glispa App Install",70.4
"9/21/2016","android","Facebook App Install",3455.52
"9/21/2016","android","inMobi App Install",1894.2
"9/21/2016","ios","inMobi App Install",0
"9/21/2016","android","Facebook DPA",0
"9/21/2016","android","BBM App Install",297.6
"9/21/2016","ios","Facebook App Install",1000.64
"9/20/2016","ios","GDN App Install",0
"9/20/2016","ios","BBM App Install",126
"9/20/2016","android","Instagram App Install",0
"9/20/2016","android","Glispa App Install",740.3
"9/20/2016","android","inMobi App Install",1619.8
"9/20/2016","android","Facebook DPA",0
"9/20/2016","ios","inMobi App Install",0
"9/20/2016","android","GDN App Install",1122.49
"9/20/2016","android","Facebook App Install",3012.6
"9/20/2016","ios","Facebook App Install",899.48
"9/20/2016","android","BBM App Install",562.8
"9/20/2016","ios","Facebook DPA",0
"9/20/2016","android","UAC App Install",0
"9/19/2016","android","Glispa App Install",811.8
"9/19/2016","android","BBM App Install",650.4
"9/19/2016","android","UAC App Install",0
"9/19/2016","ios","Glispa App Install",0
"9/19/2016","ios","Facebook App Install",788.28
"9/19/2016","ios","Facebook DPA",0
"9/19/2016","android","Facebook App Install",2915.76
"9/19/2016","ios","inMobi App Install",0
"9/19/2016","android","Facebook DPA",0
"9/19/2016","ios","BBM App Install",135.6
"9/19/2016","android","Instagram App Install",0
"9/19/2016","android","inMobi App Install",961.8
"9/19/2016","android","GDN App Install",1475.97
"9/18/2016","ios","BBM App Install",115.2
"9/18/2016","ios","Facebook DPA",0
"9/18/2016","android","Iron Source App Install",0
"9/18/2016","android","Facebook DPA",0
"9/18/2016","ios","Instagram App Install",0
"9/18/2016","android","BBM App Install",622.8
"9/18/2016","android","GDN App Install",1894.06
"9/18/2016","android","inMobi App Install",1149.4
"9/18/2016","android","Facebook App Install",3164.95
"9/18/2016","ios","inMobi App Install",0
"9/18/2016","android","UAC App Install",0
"9/18/2016","android","Glispa App Install",746.9
"9/18/2016","ios","Facebook App Install",763.49
"9/17/2016","android","UAC App Install",0
"9/17/2016","ios","UAC App Install",0
"9/17/2016","ios","Facebook App Install",781.68
"9/17/2016","ios","BBM App Install",123.6
"9/17/2016","android","Iron Source App Install",0
"9/17/2016","android","Instagram App Install",0
"9/17/2016","android","Glispa App Install",751.3
"9/17/2016","android","inMobi App Install",1281
"9/17/2016","ios","Facebook DPA",0
"9/17/2016","android","BBM App Install",704.4
"9/17/2016","android","Facebook App Install",3276.76
"9/17/2016","android","GDN App Install",1893.28
"9/17/2016","ios","inMobi App Install",0
"9/17/2016","android","Facebook DPA",0
"9/16/2016","android","BBM App Install",823.2
"9/16/2016","android","Glispa App Install",678.7
"9/16/2016","android","Facebook App Install",3152.48
"9/16/2016","ios","Facebook DPA",0
"9/16/2016","ios","BBM App Install",130.8
"9/16/2016","ios","Facebook App Install",718.63
"9/16/2016","ios","inMobi App Install",0
"9/16/2016","android","UAC App Install",0
"9/16/2016","android","inMobi App Install",1587.6
"9/16/2016","android","GDN App Install",1558.67
"9/16/2016","android","Facebook DPA",0
"9/15/2016","android","BBM App Install",763.2
"9/15/2016","android","Glispa App Install",1339.8
"9/15/2016","ios","Facebook App Install",715.12
"9/15/2016","android","Facebook App Install",3167.85
"9/15/2016","android","inMobi App Install",1657.6
"9/15/2016","ios","Instagram App Install",0
"9/15/2016","android","Facebook DPA",0
"9/15/2016","android","UAC App Install",0
"9/15/2016","ios","Facebook DPA",0
"9/15/2016","ios","BBM App Install",153.6
"9/15/2016","android","Iron Source App Install",0
"9/15/2016","android","GDN App Install",1715.74
"9/15/2016","ios","inMobi App Install",0
"9/14/2016","android","UAC App Install",0
"9/14/2016","android","GDN App Install",1190.21
"9/14/2016","android","Facebook App Install",3290.73
"9/14/2016","ios","Instagram App Install",0
"9/14/2016","android","Instagram App Install",0
"9/14/2016","android","inMobi App Install",1836.8
"9/14/2016","ios","BBM App Install",189.6
"9/14/2016","android","Facebook DPA",0
"9/14/2016","ios","Facebook App Install",834.85
"9/14/2016","android","Glispa App Install",1450.9
"9/14/2016","ios","Glispa App Install",0
"9/14/2016","android","Iron Source App Install",0
"9/14/2016","ios","Facebook DPA",0
"9/14/2016","ios","inMobi App Install",0
"9/14/2016","android","BBM App Install",879.6
"9/13/2016","android","GDN App Install",1698.48
"9/13/2016","android","Instagram App Install",0
"9/13/2016","ios","inMobi App Install",0
"9/13/2016","ios","BBM App Install",171.6
"9/13/2016","android","BBM App Install",1285.2
"9/13/2016","ios","Facebook App Install",748.68
"9/13/2016","android","Glispa App Install",2189
"9/13/2016","android","inMobi App Install",2417.8
"9/13/2016","android","Facebook DPA",0
"9/13/2016","android","UAC App Install",0
"9/13/2016","ios","Facebook DPA",0
"9/13/2016","ios","Instagram App Install",0
"9/13/2016","android","Facebook App Install",3619.16
"9/12/2016","android","Glispa App Install",667.7
"9/12/2016","ios","Facebook App Install",399.32
"9/12/2016","ios","BBM App Install",198
"9/12/2016","android","Facebook DPA",0
"9/12/2016","android","GDN App Install",941.31
"9/12/2016","android","Facebook App Install",3264.92
"9/12/2016","ios","inMobi App Install",0
"9/12/2016","android","inMobi App Install",2086
"9/12/2016","ios","Facebook DPA",0
"9/12/2016","android","UAC App Install",0
"9/12/2016","android","BBM App Install",1176
"9/12/2016","android","Iron Source App Install",0
"9/11/2016","android","Facebook DPA",0
"9/11/2016","android","Glispa App Install",2809.4
"9/11/2016","ios","inMobi App Install",1.5
"9/11/2016","android","UAC App Install",0
"9/11/2016","android","inMobi App Install",2147.6
"9/11/2016","ios","Facebook DPA",0
"9/11/2016","android","Facebook App Install",3066.24
"9/11/2016","ios","BBM App Install",210
"9/11/2016","ios","Facebook App Install",332.91
"9/11/2016","android","GDN App Install",960.31
"9/11/2016","android","Iron Source App Install",0
"9/11/2016","android","BBM App Install",1296
"9/10/2016","ios","Glispa App Install",0
"9/10/2016","android","UAC App Install",0
"9/10/2016","android","BBM App Install",1275.6
"9/10/2016","ios","BBM App Install",188.4
"9/10/2016","android","Facebook App Install",3127.03
"9/10/2016","android","Facebook DPA",0
"9/10/2016","android","inMobi App Install",2143.4
"9/10/2016","android","Glispa App Install",381.7
"9/10/2016","android","GDN App Install",1014.28
"9/10/2016","ios","Facebook App Install",292.04
"9/10/2016","ios","inMobi App Install",1.5
"9/10/2016","android","Iron Source App Install",0
"9/10/2016","ios","Facebook DPA",0
"9/9/2016","ios","BBM App Install",223.2
"9/9/2016","android","GDN App Install",1182.77
"9/9/2016","ios","inMobi App Install",0
"9/9/2016","android","Iron Source App Install",0
"9/9/2016","ios","Facebook DPA",0
"9/9/2016","android","Facebook App Install",2826.85
"9/9/2016","android","UAC App Install",0
"9/9/2016","android","Glispa App Install",228.8
"9/9/2016","android","BBM App Install",1230
"9/9/2016","android","Facebook DPA",0
"9/9/2016","ios","Facebook App Install",221.82
"9/9/2016","android","inMobi App Install",2380
"9/8/2016","ios","BBM App Install",180
"9/8/2016","ios","Glispa App Install",0
"9/8/2016","android","BBM App Install",1036.8
"9/8/2016","android","inMobi App Install",1373.4
"9/8/2016","android","Facebook DPA",0
"9/8/2016","android","Glispa App Install",476.3
"9/8/2016","android","UAC App Install",0
"9/8/2016","ios","Facebook DPA",0
"9/8/2016","ios","Facebook App Install",329.94
"9/8/2016","ios","inMobi App Install",0
"9/8/2016","android","Facebook App Install",3747.75
"9/8/2016","android","GDN App Install",869.65
"9/7/2016","android","Facebook DPA",0
"9/7/2016","android","inMobi App Install",1267
"9/7/2016","android","Glispa App Install",596.2
"9/7/2016","android","GDN App Install",1128.49
"9/7/2016","android","UAC App Install",0
"9/7/2016","ios","inMobi App Install",0
"9/7/2016","android","BBM App Install",1195.2
"9/7/2016","ios","BBM App Install",210
"9/7/2016","ios","Facebook App Install",231.94
"9/7/2016","android","Facebook App Install",2668.31
"9/7/2016","ios","Facebook DPA",0
"9/7/2016","ios","Glispa App Install",0
"9/6/2016","android","GDN App Install",1026.86
"9/6/2016","android","inMobi App Install",1309
"9/6/2016","ios","Glispa App Install",0
"9/6/2016","android","Facebook App Install",2677.82
"9/6/2016","android","Iron Source App Install",0
"9/6/2016","android","Instagram App Install",0
"9/6/2016","android","BBM App Install",1581.6
"9/6/2016","android","Facebook DPA",0
"9/6/2016","android","Glispa App Install",282.7
"9/6/2016","ios","inMobi App Install",0
"9/6/2016","android","UAC App Install",0
"9/6/2016","ios","BBM App Install",194.4
"9/6/2016","ios","Facebook App Install",327.84
"9/6/2016","ios","Facebook DPA",0
"9/5/2016","android","Facebook App Install",2687.05
"9/5/2016","android","UAC App Install",0
"9/5/2016","android","Glispa App Install",28.6
"9/5/2016","android","GDN App Install",1261.51
"9/5/2016","ios","Facebook App Install",188.08
"9/5/2016","ios","BBM App Install",187.2
"9/5/2016","ios","Facebook DPA",0
"9/5/2016","android","BBM App Install",1659.6
"9/5/2016","android","Facebook DPA",0
"9/5/2016","ios","inMobi App Install",0
"9/5/2016","android","inMobi App Install",1274
"9/4/2016","android","Facebook DPA",0
"9/4/2016","ios","inMobi App Install",0
"9/4/2016","android","BBM App Install",1204.8
"9/4/2016","android","Glispa App Install",39.6
"9/4/2016","ios","BBM App Install",159.6
"9/4/2016","ios","Facebook App Install",97.23
"9/4/2016","android","inMobi App Install",1499.4
"9/4/2016","ios","Facebook DPA",0
"9/4/2016","android","Facebook App Install",2151.14
"9/4/2016","android","Instagram App Install",0
"9/4/2016","android","GDN App Install",753.39
"9/4/2016","android","UAC App Install",0
"9/3/2016","android","Instagram App Install",0
"9/3/2016","android","Facebook App Install",1597.18
"9/3/2016","android","Iron Source App Install",0
"9/3/2016","ios","Facebook App Install",105.92
"9/3/2016","ios","inMobi App Install",0
"9/3/2016","android","GDN App Install",893.57
"9/3/2016","ios","Facebook DPA",0
"9/3/2016","android","UAC App Install",0
"9/3/2016","android","BBM App Install",1218
"9/3/2016","android","inMobi App Install",2283.4
"9/3/2016","android","Glispa App Install",44
"9/3/2016","android","Facebook DPA",0
"9/3/2016","ios","BBM App Install",202.8
"9/2/2016","android","UAC App Install",0
"9/2/2016","android","Glispa App Install",27.5
"9/2/2016","android","BBM App Install",1171.2
"9/2/2016","android","Facebook App Install",2265.82
"9/2/2016","ios","Facebook App Install",98.67
"9/2/2016","android","Iron Source App Install",0
"9/2/2016","ios","inMobi App Install",0
"9/2/2016","ios","BBM App Install",229.2
"9/2/2016","android","Facebook DPA",0
"9/2/2016","android","GDN App Install",839.96
"9/2/2016","android","Instagram App Install",0
"9/2/2016","ios","Facebook DPA",0
"9/2/2016","android","inMobi App Install",2587.2
"9/1/2016","android","Iron Source App Install",0
"9/1/2016","ios","inMobi App Install",0
"9/1/2016","android","BBM App Install",1251.6
"9/1/2016","android","GDN App Install",1185.2
"9/1/2016","ios","Facebook App Install",96.12
"9/1/2016","android","Facebook App Install",1945.95
"9/1/2016","android","inMobi App Install",1507.8
"9/1/2016","ios","BBM App Install",345.6
"9/1/2016","android","Facebook DPA",0
"9/1/2016","android","Glispa App Install",50.6
"9/1/2016","android","UAC App Install",0
"9/1/2016","ios","Facebook DPA",0
"8/31/2016","ios","Facebook DPA",0
"8/31/2016","android","inMobi App Install",1260
"8/31/2016","android","Glispa App Install",805.2
"8/31/2016","ios","BBM App Install",272.4
"8/31/2016","android","BBM App Install",684
"8/31/2016","ios","inMobi App Install",0
"8/31/2016","android","Iron Source App Install",0
"8/31/2016","android","UAC App Install",0
"8/31/2016","ios","Facebook App Install",67.89
"8/31/2016","android","Facebook DPA",0
"8/31/2016","android","Facebook App Install",1094.56
"8/31/2016","android","GDN App Install",934.77
"8/30/2016","android","BBM App Install",1026
"8/30/2016","ios","Facebook App Install",106.77
"8/30/2016","android","GDN App Install",1351.33
"8/30/2016","android","Facebook App Install",1058.09
"8/30/2016","ios","inMobi App Install",3
"8/30/2016","android","Instagram App Install",0
"8/30/2016","ios","BBM App Install",232.8
"8/30/2016","ios","Facebook DPA",0
"8/30/2016","android","inMobi App Install",1584.8
"8/30/2016","android","UAC App Install",0
"8/30/2016","android","Glispa App Install",201.3
"8/30/2016","android","Facebook DPA",0
"8/29/2016","android","Instagram App Install",0
"8/29/2016","ios","Facebook DPA",0
"8/29/2016","android","BBM App Install",1339.2
"8/29/2016","ios","GDN App Install",0
"8/29/2016","android","inMobi App Install",2381.4
"8/29/2016","ios","Facebook App Install",173.02
"8/29/2016","ios","BBM App Install",282
"8/29/2016","android","Glispa App Install",850.3
"8/29/2016","android","Iron Source App Install",0
"8/29/2016","ios","inMobi App Install",1.5
"8/29/2016","android","UAC App Install",0
"8/29/2016","android","GDN App Install",1139.33
"8/29/2016","android","Facebook DPA",0
"8/29/2016","android","Facebook App Install",1110.99
"8/28/2016","android","Facebook App Install",1144.83
"8/28/2016","android","GDN App Install",1300.93
"8/28/2016","ios","Glispa App Install",0
"8/28/2016","android","UAC App Install",0
"8/28/2016","android","Facebook DPA",0
"8/28/2016","android","Iron Source App Install",0
"8/28/2016","android","inMobi App Install",3200.4
"8/28/2016","ios","Facebook App Install",132.97
"8/28/2016","ios","Facebook DPA",0
"8/28/2016","ios","BBM App Install",448.8
"8/28/2016","ios","GDN App Install",0
"8/28/2016","android","Glispa App Install",888.8
"8/28/2016","ios","inMobi App Install",16.5
"8/28/2016","android","BBM App Install",1272
"8/27/2016","ios","inMobi App Install",58.5
"8/27/2016","android","Facebook DPA",0
"8/27/2016","ios","Facebook DPA",0
"8/27/2016","ios","UAC App Install",0
"8/27/2016","ios","Facebook App Install",101.2
"8/27/2016","android","inMobi App Install",3427.2
"8/27/2016","android","Glispa App Install",1019.7
"8/27/2016","android","Iron Source App Install",0
"8/27/2016","android","Instagram App Install",0
"8/27/2016","ios","BBM App Install",258
"8/27/2016","android","BBM App Install",1438.8
"8/27/2016","android","Facebook App Install",1123.31
"8/27/2016","android","GDN App Install",1273.19
"8/26/2016","android","Facebook App Install",1151.51
"8/26/2016","ios","BBM App Install",250.8
"8/26/2016","android","GDN App Install",1231.31
"8/26/2016","android","UAC App Install",0
"8/26/2016","android","BBM App Install",1503.6
"8/26/2016","ios","Facebook DPA",0
"8/26/2016","android","Glispa App Install",1100
"8/26/2016","android","inMobi App Install",3164
"8/26/2016","ios","Facebook App Install",184.75
"8/26/2016","ios","inMobi App Install",45
"8/26/2016","ios","UAC App Install",0
"8/26/2016","android","Facebook DPA",0
"8/25/2016","ios","Facebook App Install",163.17
"8/25/2016","android","GDN App Install",1025.9
"8/25/2016","android","Facebook DPA",0
"8/25/2016","ios","inMobi App Install",91.5
"8/25/2016","android","Facebook App Install",1126.27
"8/25/2016","android","Iron Source App Install",0
"8/25/2016","android","BBM App Install",1244.4
"8/25/2016","android","Glispa App Install",1631.3
"8/25/2016","android","inMobi App Install",3242.4
"8/25/2016","android","UAC App Install",0
"8/25/2016","ios","BBM App Install",226.8
"8/25/2016","ios","Facebook DPA",0
"8/24/2016","android","Glispa App Install",1519.1
"8/24/2016","ios","BBM App Install",555.6
"8/24/2016","ios","UAC App Install",0
"8/24/2016","android","Facebook DPA",0
"8/24/2016","android","Facebook App Install",1125.83
"8/24/2016","ios","Facebook App Install",208.79
"8/24/2016","android","GDN App Install",1252.91
"8/24/2016","ios","Glispa App Install",0
"8/24/2016","android","inMobi App Install",3056.2
"8/24/2016","ios","inMobi App Install",130.5
"8/24/2016","android","UAC App Install",0
"8/24/2016","ios","Facebook DPA",0
"8/24/2016","android","BBM App Install",1392
"8/23/2016","android","Instagram App Install",0
"8/23/2016","android","GDN App Install",803.28
"8/23/2016","ios","UAC App Install",0
"8/23/2016","android","UAC App Install",0
"8/23/2016","ios","BBM App Install",259.2
"8/23/2016","android","inMobi App Install",3040.8
"8/23/2016","ios","inMobi App Install",189
"8/23/2016","android","Facebook DPA",0
"8/23/2016","android","BBM App Install",1668
"8/23/2016","android","Facebook App Install",1168.95
"8/23/2016","ios","Facebook DPA",0
"8/23/2016","ios","GDN App Install",0
"8/23/2016","android","Glispa App Install",1453.1
"8/23/2016","ios","Facebook App Install",360.31
"8/22/2016","ios","Facebook App Install",298.04
"8/22/2016","ios","Facebook DPA",0
"8/22/2016","android","Instagram App Install",0
"8/22/2016","android","Facebook App Install",1357.34
"8/22/2016","android","GDN App Install",1327.52
"8/22/2016","android","Facebook DPA",0
"8/22/2016","android","Glispa App Install",1569.7
"8/22/2016","android","Iron Source App Install",0
"8/22/2016","ios","UAC App Install",0
"8/22/2016","ios","inMobi App Install",229.5
"8/22/2016","android","UAC App Install",0
"8/22/2016","android","inMobi App Install",2452.8
"8/22/2016","android","BBM App Install",1532.4
"8/22/2016","ios","BBM App Install",192
"8/21/2016","android","BBM App Install",1386
"8/21/2016","android","GDN App Install",739.61
"8/21/2016","android","Facebook DPA",0
"8/21/2016","ios","Facebook DPA",0
"8/21/2016","ios","Facebook App Install",224.36
"8/21/2016","android","Facebook App Install",1467.08
"8/21/2016","ios","BBM App Install",220.8
"8/21/2016","android","Glispa App Install",1430
"8/21/2016","ios","inMobi App Install",306
"8/21/2016","android","UAC App Install",0
"8/21/2016","android","inMobi App Install",1912.4
"8/20/2016","android","inMobi App Install",1981
"8/20/2016","android","BBM App Install",1282.8
"8/20/2016","android","UAC App Install",0
"8/20/2016","ios","Facebook DPA",0
"8/20/2016","android","GDN App Install",1239.77
"8/20/2016","android","Facebook DPA",0
"8/20/2016","android","Facebook App Install",1488.56
"8/20/2016","android","Glispa App Install",1326.6
"8/20/2016","ios","BBM App Install",240
"8/20/2016","ios","Facebook App Install",175.96
"8/20/2016","ios","inMobi App Install",289.5
"8/20/2016","android","Instagram App Install",0
"8/19/2016","ios","Facebook DPA",0
"8/19/2016","ios","BBM App Install",346.8
"8/19/2016","android","Iron Source App Install",0
"8/19/2016","android","Facebook DPA",0
"8/19/2016","android","inMobi App Install",1716.4
"8/19/2016","android","GDN App Install",792.91
"8/19/2016","android","Glispa App Install",1699.5
"8/19/2016","android","UAC App Install",0
"8/19/2016","android","BBM App Install",1226.4
"8/19/2016","ios","Facebook App Install",134.99
"8/19/2016","android","Facebook App Install",1460.71
"8/19/2016","ios","inMobi App Install",328.5
"8/18/2016","ios","inMobi App Install",261
"8/18/2016","android","Facebook App Install",1465.7
"8/18/2016","android","Facebook DPA",0
"8/18/2016","android","Glispa App Install",3064.6
"8/18/2016","android","inMobi App Install",1324.4
"8/18/2016","ios","Facebook App Install",216.94
"8/18/2016","ios","UAC App Install",0
"8/18/2016","android","GDN App Install",1185.6
"8/18/2016","android","Iron Source App Install",0
"8/18/2016","ios","Facebook DPA",0
"8/18/2016","ios","BBM App Install",319.2
"8/18/2016","android","BBM App Install",1125.6
"8/18/2016","android","UAC App Install",0
"8/17/2016","android","GDN App Install",921
"8/17/2016","android","Glispa App Install",3032.7
"8/17/2016","android","UAC App Install",0
"8/17/2016","android","BBM App Install",1242
"8/17/2016","android","Instagram App Install",0
"8/17/2016","ios","inMobi App Install",264
"8/17/2016","android","Facebook App Install",1490.45
"8/17/2016","android","Facebook DPA",0
"8/17/2016","ios","Facebook App Install",171.36
"8/17/2016","ios","Facebook DPA",0
"8/17/2016","android","inMobi App Install",637
"8/17/2016","ios","BBM App Install",368.4
"8/16/2016","android","Facebook DPA",0
"8/16/2016","ios","BBM App Install",631.2
"8/16/2016","android","GDN App Install",1090.56
"8/16/2016","ios","Facebook App Install",194.25
"8/16/2016","android","inMobi App Install",819
"8/16/2016","ios","Facebook DPA",0
"8/16/2016","ios","inMobi App Install",355.5
"8/16/2016","android","BBM App Install",1387.2
"8/16/2016","android","Facebook App Install",1503.51
"8/16/2016","android","Glispa App Install",1373.9
"8/16/2016","android","Iron Source App Install",0
"8/15/2016","android","UAC App Install",0
"8/15/2016","ios","inMobi App Install",352.5
"8/15/2016","android","BBM App Install",1660.8
"8/15/2016","ios","UAC App Install",0
"8/15/2016","android","Facebook App Install",1110.16
"8/15/2016","ios","Facebook DPA",0
"8/15/2016","android","Iron Source App Install",0
"8/15/2016","android","Facebook DPA",0
"8/15/2016","ios","Facebook App Install",151.8
"8/15/2016","android","Glispa App Install",1681.9
"8/15/2016","android","GDN App Install",1014.21
"8/15/2016","android","inMobi App Install",810.6
"8/15/2016","ios","BBM App Install",566.4
"8/14/2016","android","Facebook DPA",0
"8/14/2016","ios","inMobi App Install",367.5
"8/14/2016","ios","Facebook App Install",198.26
"8/14/2016","android","BBM App Install",1462.8
"8/14/2016","ios","BBM App Install",475.2
"8/14/2016","android","UAC App Install",0
"8/14/2016","android","Facebook App Install",1139.26
"8/14/2016","ios","Glispa App Install",0
"8/14/2016","ios","Facebook DPA",0
"8/14/2016","android","Glispa App Install",1533.4
"8/14/2016","android","Instagram App Install",0
"8/14/2016","android","inMobi App Install",820.4
"8/14/2016","android","GDN App Install",1113.36
"8/13/2016","ios","BBM App Install",475.2
"8/13/2016","android","BBM App Install",1657.2
"8/13/2016","android","UAC App Install",0
"8/13/2016","android","Glispa App Install",1609.3
"8/13/2016","ios","inMobi App Install",340.5
"8/13/2016","android","Instagram App Install",0
"8/13/2016","ios","Facebook DPA",0
"8/13/2016","android","Facebook DPA",0
"8/13/2016","android","Facebook App Install",1132.7
"8/13/2016","ios","Glispa App Install",0
"8/13/2016","android","Iron Source App Install",0
"8/13/2016","ios","Facebook App Install",137.89
"8/13/2016","android","inMobi App Install",924
"8/13/2016","android","GDN App Install",1117.48
"8/12/2016","android","Glispa App Install",1637.9
"8/12/2016","ios","Facebook App Install",120
"8/12/2016","android","Facebook App Install",1102.08
"8/12/2016","android","inMobi App Install",712.6
"8/12/2016","android","Instagram App Install",0
"8/12/2016","ios","inMobi App Install",409.5
"8/12/2016","android","GDN App Install",1026.79
"8/12/2016","android","Facebook DPA",0
"8/12/2016","ios","Facebook DPA",0
"8/12/2016","ios","BBM App Install",482.4
"8/12/2016","ios","Glispa App Install",0
"8/12/2016","android","UAC App Install",0
"8/12/2016","android","BBM App Install",1429.2
"8/11/2016","android","Iron Source App Install",0
"8/11/2016","android","GDN App Install",1194.38
