"reporting_date","platform","channel_group","total_cost_usd"
"1/29/2016","ios","inMobi App Install",0
"1/28/2016","android","Iron Source App Install",100
"1/28/2016","ios","inMobi App Install",0
"1/28/2016","ios","Instagram App Install",0
"1/28/2016","ios","Iron Source App Install",0
"1/28/2016","ios","GDN App Install",0
"1/28/2016","ios","BBM App Install",160.8
"1/28/2016","android","inMobi App Install",1239
"1/28/2016","android","GDN App Install",31.37
"1/28/2016","ios","Facebook App Install",0
"1/28/2016","ios","Glispa App Install",0
"1/28/2016","android","UAC App Install",0
"1/28/2016","ios","Facebook DPA",0
"1/28/2016","android","BBM App Install",343.2
"1/28/2016","android","Glispa App Install",820.6
"1/28/2016","android","Facebook DPA",0
"1/28/2016","android","Facebook App Install",0.73
"1/27/2016","ios","BBM App Install",168
"1/27/2016","android","Iron Source App Install",98
"1/27/2016","android","Facebook App Install",3.44
"1/27/2016","android","BBM App Install",295.2
"1/27/2016","android","Instagram App Install",0
"1/27/2016","ios","Facebook DPA",0
"1/27/2016","ios","Instagram App Install",0
"1/27/2016","ios","Facebook App Install",0
"1/27/2016","ios","inMobi App Install",1.7
"1/27/2016","android","GDN App Install",31.84
"1/27/2016","android","Glispa App Install",755.7
"1/27/2016","ios","Iron Source App Install",0
"1/27/2016","ios","Glispa App Install",0
"1/27/2016","android","Facebook DPA",0
"1/27/2016","android","UAC App Install",0
"1/27/2016","ios","GDN App Install",0
"1/27/2016","android","inMobi App Install",1506.4
"1/26/2016","android","BBM App Install",414
"1/26/2016","ios","Iron Source App Install",0
"1/26/2016","android","Facebook DPA",0
"1/26/2016","ios","BBM App Install",172.8
"1/26/2016","ios","GDN App Install",0
"1/26/2016","ios","Instagram App Install",0
"1/26/2016","android","Glispa App Install",618.2
"1/26/2016","ios","Facebook DPA",0
"1/26/2016","ios","Facebook App Install",0
"1/26/2016","android","inMobi App Install",1653.4
"1/26/2016","ios","Glispa App Install",0
"1/26/2016","android","Iron Source App Install",70
"1/26/2016","android","Instagram App Install",0
"1/26/2016","android","UAC App Install",0
"1/26/2016","android","Facebook App Install",0.73
"1/26/2016","ios","inMobi App Install",1.7
"1/26/2016","android","GDN App Install",31.7
"1/25/2016","android","Glispa App Install",761.2
"1/25/2016","android","Facebook App Install",186.17
"1/25/2016","android","Instagram App Install",0
"1/25/2016","ios","Facebook DPA",0
"1/25/2016","ios","inMobi App Install",15.3
"1/25/2016","android","UAC App Install",0
"1/25/2016","android","BBM App Install",550.8
"1/25/2016","android","GDN App Install",75.79
"1/25/2016","android","inMobi App Install",1512
"1/25/2016","ios","Glispa App Install",0
"1/25/2016","ios","BBM App Install",177.6
"1/25/2016","android","Iron Source App Install",63
"1/25/2016","ios","Iron Source App Install",0
"1/25/2016","ios","GDN App Install",0
"1/25/2016","ios","Facebook App Install",0
"1/25/2016","android","Facebook DPA",0
"1/24/2016","android","BBM App Install",549.6
"1/24/2016","ios","Facebook DPA",0
"1/24/2016","ios","Glispa App Install",0
"1/24/2016","ios","Instagram App Install",0
"1/24/2016","ios","Iron Source App Install",0
"1/24/2016","ios","GDN App Install",0
"1/24/2016","ios","BBM App Install",252
"1/24/2016","android","GDN App Install",417.57
"1/24/2016","android","Facebook DPA",0
"1/24/2016","android","UAC App Install",0
"1/24/2016","android","Glispa App Install",851.4
"1/24/2016","ios","Facebook App Install",0
"1/24/2016","android","Instagram App Install",0
"1/24/2016","android","Iron Source App Install",59
"1/24/2016","android","inMobi App Install",1464.4
"1/24/2016","ios","inMobi App Install",27.2
"1/24/2016","android","Facebook App Install",429.69
"1/23/2016","android","inMobi App Install",1482.6
"1/23/2016","android","UAC App Install",0
"1/23/2016","android","BBM App Install",608.4
"1/23/2016","ios","Glispa App Install",0
"1/23/2016","ios","inMobi App Install",47.6
"1/23/2016","android","Glispa App Install",955.9
"1/23/2016","android","GDN App Install",430.18
"1/23/2016","ios","GDN App Install",0
"1/23/2016","ios","Iron Source App Install",0
"1/23/2016","android","Iron Source App Install",72
"1/23/2016","ios","BBM App Install",278.4
"1/23/2016","android","Instagram App Install",0
"1/23/2016","ios","Facebook App Install",0
"1/23/2016","ios","Instagram App Install",0
"1/23/2016","android","Facebook DPA",0
"1/23/2016","ios","Facebook DPA",0
"1/23/2016","android","Facebook App Install",382.59
"1/22/2016","ios","Iron Source App Install",0
"1/22/2016","android","inMobi App Install",1142.4
"1/22/2016","android","BBM App Install",525.6
"1/22/2016","ios","Facebook App Install",0
"1/22/2016","android","Glispa App Install",1270.5
"1/22/2016","android","Facebook DPA",0
"1/22/2016","android","Iron Source App Install",40
"1/22/2016","ios","BBM App Install",219.6
"1/22/2016","android","UAC App Install",0
"1/22/2016","android","Facebook App Install",617.27
"1/22/2016","ios","Facebook DPA",0
"1/22/2016","android","GDN App Install",327.96
"1/22/2016","ios","GDN App Install",0
"1/22/2016","ios","inMobi App Install",100.3
"1/22/2016","ios","Glispa App Install",0
"1/22/2016","ios","Instagram App Install",0
"1/22/2016","android","Instagram App Install",0
"1/21/2016","android","Facebook App Install",897.89
"1/21/2016","ios","inMobi App Install",124.1
"1/21/2016","ios","BBM App Install",194.4
"1/21/2016","ios","Facebook App Install",0
"1/21/2016","android","Facebook DPA",0
"1/21/2016","android","UAC App Install",0
"1/21/2016","ios","GDN App Install",0
"1/21/2016","ios","Iron Source App Install",0
"1/21/2016","android","Glispa App Install",1007.6
"1/21/2016","android","inMobi App Install",1156.4
"1/21/2016","android","Iron Source App Install",47
"1/21/2016","android","BBM App Install",590.4
"1/21/2016","ios","Glispa App Install",0
"1/21/2016","android","Instagram App Install",0
"1/21/2016","android","GDN App Install",468.29
"1/20/2016","ios","BBM App Install",183.6
"1/20/2016","android","BBM App Install",391.2
"1/20/2016","android","Instagram App Install",0
"1/20/2016","ios","Iron Source App Install",0
"1/20/2016","ios","inMobi App Install",119
"1/20/2016","ios","Glispa App Install",0
"1/20/2016","android","GDN App Install",507.12
"1/20/2016","ios","GDN App Install",0
"1/20/2016","android","Glispa App Install",944.9
"1/20/2016","android","Iron Source App Install",46
"1/20/2016","android","inMobi App Install",1185.8
"1/20/2016","android","Facebook DPA",0
"1/20/2016","android","UAC App Install",0
"1/20/2016","ios","Facebook App Install",0
"1/20/2016","android","Facebook App Install",922.6
"1/19/2016","android","Facebook DPA",0
"1/19/2016","android","GDN App Install",871.46
"1/19/2016","android","BBM App Install",525.6
"1/19/2016","ios","GDN App Install",0
"1/19/2016","ios","Facebook App Install",0
"1/19/2016","ios","Glispa App Install",0
"1/19/2016","android","Iron Source App Install",46
"1/19/2016","android","Glispa App Install",1104.4
"1/19/2016","ios","inMobi App Install",221
"1/19/2016","android","Facebook App Install",908.42
"1/19/2016","ios","Iron Source App Install",0
"1/19/2016","ios","BBM App Install",256.8
"1/19/2016","android","Instagram App Install",0
"1/19/2016","android","inMobi App Install",1436.4
"1/19/2016","android","UAC App Install",0
"1/18/2016","android","GDN App Install",626.98
"1/18/2016","ios","GDN App Install",0
"1/18/2016","android","BBM App Install",508.8
"1/18/2016","ios","Glispa App Install",0
"1/18/2016","android","Glispa App Install",1002.1
"1/18/2016","android","UAC App Install",0
"1/18/2016","ios","inMobi App Install",260.1
"1/18/2016","ios","BBM App Install",160.8
"1/18/2016","android","Facebook DPA",0
"1/18/2016","android","inMobi App Install",977.2
"1/18/2016","ios","Iron Source App Install",0
"1/18/2016","android","Iron Source App Install",26
"1/18/2016","ios","Facebook App Install",0
"1/18/2016","android","Facebook App Install",1186.52
"1/18/2016","android","Instagram App Install",0
"1/17/2016","android","Facebook App Install",1168.93
"1/17/2016","ios","BBM App Install",171.6
"1/17/2016","android","Instagram App Install",0
"1/17/2016","android","inMobi App Install",1324.4
"1/17/2016","android","BBM App Install",562.8
"1/17/2016","ios","Facebook App Install",0
"1/17/2016","ios","Glispa App Install",0
"1/17/2016","android","Facebook DPA",0
"1/17/2016","android","Glispa App Install",1662.1
"1/17/2016","ios","Iron Source App Install",0
"1/17/2016","android","UAC App Install",0
"1/17/2016","ios","inMobi App Install",377.4
"1/17/2016","android","Iron Source App Install",55
"1/17/2016","ios","GDN App Install",0
"1/17/2016","android","GDN App Install",516
"1/16/2016","android","UAC App Install",0
"1/16/2016","android","GDN App Install",519.57
"1/16/2016","ios","Iron Source App Install",0
"1/16/2016","android","Glispa App Install",1947
"1/16/2016","ios","BBM App Install",150
"1/16/2016","android","inMobi App Install",1206.8
"1/16/2016","ios","Facebook App Install",0
"1/16/2016","ios","Glispa App Install",0
"1/16/2016","android","Instagram App Install",0
"1/16/2016","ios","inMobi App Install",333.2
"1/16/2016","ios","GDN App Install",0
"1/16/2016","android","Facebook App Install",1180.43
"1/16/2016","android","Facebook DPA",0
"1/16/2016","android","Iron Source App Install",61
"1/16/2016","android","BBM App Install",639.6
"1/15/2016","android","Facebook DPA",0
"1/15/2016","ios","Iron Source App Install",0
"1/15/2016","ios","inMobi App Install",323
"1/15/2016","android","BBM App Install",691.2
"1/15/2016","ios","BBM App Install",164.4
"1/15/2016","android","UAC App Install",0
"1/15/2016","ios","Facebook App Install",12.78
"1/15/2016","android","inMobi App Install",1191.4
"1/15/2016","ios","GDN App Install",0
"1/15/2016","ios","Glispa App Install",0
"1/15/2016","android","Instagram App Install",0
"1/15/2016","android","Facebook App Install",1185.85
"1/15/2016","android","Glispa App Install",2066.9
"1/15/2016","android","Iron Source App Install",59
"1/15/2016","android","GDN App Install",824.78
"1/14/2016","ios","Glispa App Install",0
"1/14/2016","android","Facebook App Install",1155.63
"1/14/2016","ios","Iron Source App Install",0
"1/14/2016","android","Facebook DPA",0
"1/14/2016","ios","Facebook App Install",29.83
"1/14/2016","ios","inMobi App Install",408
"1/14/2016","ios","BBM App Install",152.4
"1/14/2016","android","GDN App Install",2705.12
"1/14/2016","android","BBM App Install",625.2
"1/14/2016","android","UAC App Install",0
"1/14/2016","android","Instagram App Install",0
"1/14/2016","android","inMobi App Install",1232
"1/14/2016","ios","GDN App Install",0
"1/14/2016","android","Iron Source App Install",64
"1/14/2016","android","Glispa App Install",3234
"1/13/2016","android","BBM App Install",588
"1/13/2016","ios","Glispa App Install",0
"1/13/2016","android","GDN App Install",1888.44
"1/13/2016","ios","BBM App Install",153.6
"1/13/2016","ios","GDN App Install",0
"1/13/2016","android","Facebook App Install",1189.17
"1/13/2016","ios","Facebook App Install",44.56
"1/13/2016","ios","Iron Source App Install",0
"1/13/2016","android","Instagram App Install",0
"1/13/2016","android","Iron Source App Install",72
"1/13/2016","android","Facebook DPA",0
"1/13/2016","ios","inMobi App Install",513.4
"1/13/2016","android","inMobi App Install",1268.4
"1/13/2016","android","Glispa App Install",3770.8
"1/12/2016","android","Facebook App Install",1184.9
"1/12/2016","ios","BBM App Install",182.4
"1/12/2016","android","Facebook DPA",0
"1/12/2016","ios","Iron Source App Install",0
"1/12/2016","android","GDN App Install",1004.14
"1/12/2016","android","BBM App Install",739.2
"1/12/2016","ios","GDN App Install",0
"1/12/2016","android","UAC App Install",0
"1/12/2016","ios","Glispa App Install",0
"1/12/2016","ios","Facebook App Install",37.24
"1/12/2016","android","inMobi App Install",1320.2
"1/12/2016","android","Glispa App Install",3347.3
"1/12/2016","android","Instagram App Install",0
"1/12/2016","android","Iron Source App Install",77
"1/12/2016","ios","inMobi App Install",640.9
"1/11/2016","ios","Iron Source App Install",0
"1/11/2016","android","GDN App Install",415.73
"1/11/2016","android","Facebook App Install",1183.18
"1/11/2016","ios","GDN App Install",0
"1/11/2016","ios","Facebook App Install",230.75
"1/11/2016","android","BBM App Install",736.8
"1/11/2016","ios","Glispa App Install",0
"1/11/2016","ios","BBM App Install",212.4
"1/11/2016","android","Glispa App Install",3104.2
"1/11/2016","android","Facebook DPA",0
"1/11/2016","ios","inMobi App Install",720.8
"1/11/2016","android","Iron Source App Install",61
"1/11/2016","android","inMobi App Install",1120
"1/11/2016","android","UAC App Install",0
"1/11/2016","android","Instagram App Install",0
"1/10/2016","ios","BBM App Install",232.8
"1/10/2016","android","BBM App Install",799.2
"1/10/2016","ios","inMobi App Install",656.2
"1/10/2016","android","Facebook App Install",1171.63
"1/10/2016","android","GDN App Install",399.84
"1/10/2016","android","Facebook DPA",0
"1/10/2016","android","Glispa App Install",3663
"1/10/2016","ios","Glispa App Install",0
"1/10/2016","android","inMobi App Install",1204
"1/10/2016","ios","Iron Source App Install",0
"1/10/2016","ios","Facebook App Install",365.97
"1/10/2016","android","Iron Source App Install",83
"1/10/2016","android","UAC App Install",0
"1/10/2016","android","Instagram App Install",0
"1/10/2016","ios","GDN App Install",0
"1/9/2016","ios","Iron Source App Install",0
"1/9/2016","ios","GDN App Install",0
"1/9/2016","android","Instagram App Install",0
"1/9/2016","android","Iron Source App Install",80
"1/9/2016","android","BBM App Install",789.6
"1/9/2016","ios","Glispa App Install",0
"1/9/2016","ios","inMobi App Install",715.7
"1/9/2016","android","GDN App Install",505
"1/9/2016","android","inMobi App Install",1302
"1/9/2016","android","Facebook DPA",0
"1/9/2016","ios","Facebook App Install",371.12
"1/9/2016","android","Glispa App Install",2893
"1/9/2016","ios","BBM App Install",205.2
"1/9/2016","android","UAC App Install",0
"1/9/2016","android","Facebook App Install",1180.4
"1/8/2016","android","Iron Source App Install",72
"1/8/2016","android","Facebook DPA",0
"1/8/2016","android","UAC App Install",0
"1/8/2016","android","inMobi App Install",1373.4
"1/8/2016","ios","Iron Source App Install",0
"1/8/2016","android","GDN App Install",514.41
"1/8/2016","ios","GDN App Install",0
"1/8/2016","ios","Glispa App Install",0
"1/8/2016","ios","Facebook App Install",294.23
"1/8/2016","android","BBM App Install",786
"1/8/2016","android","Facebook App Install",1127.22
"1/8/2016","ios","inMobi App Install",804.1
"1/8/2016","ios","BBM App Install",174
"1/8/2016","android","Instagram App Install",0
"1/8/2016","android","Glispa App Install",3274.7
"1/7/2016","android","Iron Source App Install",98
"1/7/2016","android","Glispa App Install",3083.3
"1/7/2016","ios","inMobi App Install",853.4
"1/7/2016","android","Facebook DPA",0
"1/7/2016","android","Instagram App Install",0
"1/7/2016","android","UAC App Install",0
"1/7/2016","android","GDN App Install",482.32
"1/7/2016","android","Facebook App Install",1852.02
"1/7/2016","ios","GDN App Install",0
"1/7/2016","ios","Glispa App Install",0
"1/7/2016","ios","Facebook App Install",197.42
"1/7/2016","android","BBM App Install",789.6
"1/7/2016","android","inMobi App Install",1299.2
"1/7/2016","ios","Iron Source App Install",0
"1/7/2016","ios","BBM App Install",192
"1/6/2016","android","Glispa App Install",2994.2
"1/6/2016","android","BBM App Install",684
"1/6/2016","android","Facebook DPA",0
"1/6/2016","ios","Facebook App Install",121.59
"1/6/2016","android","Facebook App Install",1761.93
"1/6/2016","android","Iron Source App Install",113
"1/6/2016","android","inMobi App Install",1320.2
"1/6/2016","ios","Iron Source App Install",0
"1/6/2016","android","UAC App Install",0
"1/6/2016","ios","BBM App Install",170.4
"1/6/2016","android","Instagram App Install",0
"1/6/2016","ios","inMobi App Install",1142.4
"1/6/2016","ios","Glispa App Install",0
"1/6/2016","ios","GDN App Install",0
"1/6/2016","android","GDN App Install",408.49
"1/5/2016","android","GDN App Install",490.32
"1/5/2016","android","inMobi App Install",1233.4
"1/5/2016","android","Facebook DPA",0
"1/5/2016","ios","BBM App Install",316.8
"1/5/2016","android","Instagram App Install",0
"1/5/2016","ios","Facebook App Install",233.45
"1/5/2016","android","Glispa App Install",3009.6
"1/5/2016","ios","GDN App Install",0
"1/5/2016","ios","inMobi App Install",676.6
"1/5/2016","ios","Iron Source App Install",0
"1/5/2016","android","UAC App Install",0
"1/5/2016","android","Facebook App Install",1743.14
"1/5/2016","ios","Glispa App Install",0
"1/5/2016","android","Iron Source App Install",115
"1/5/2016","android","BBM App Install",888
"1/4/2016","ios","GDN App Install",0
"1/4/2016","android","BBM App Install",943.2
"1/4/2016","android","Facebook DPA",0
"1/4/2016","ios","inMobi App Install",353.6
"1/4/2016","android","Iron Source App Install",120
"1/4/2016","ios","BBM App Install",338.4
"1/4/2016","android","Glispa App Install",3621.2
"1/4/2016","android","UAC App Install",0
"1/4/2016","android","inMobi App Install",1323
"1/4/2016","ios","Facebook App Install",255.93
"1/4/2016","android","Facebook App Install",1916.61
"1/4/2016","ios","Glispa App Install",0
"1/4/2016","ios","Iron Source App Install",0
"1/4/2016","android","Instagram App Install",0
"1/4/2016","android","GDN App Install",832.68
"1/3/2016","android","UAC App Install",0
"1/3/2016","ios","Glispa App Install",0
"1/3/2016","android","Instagram App Install",0
"1/3/2016","android","GDN App Install",1376.8
"1/3/2016","android","Facebook App Install",1934.02
"1/3/2016","ios","inMobi App Install",331.5
"1/3/2016","ios","Iron Source App Install",0
"1/3/2016","ios","GDN App Install",0
"1/3/2016","android","inMobi App Install",1338.4
"1/3/2016","android","BBM App Install",878.4
"1/3/2016","ios","Facebook App Install",243.63
"1/3/2016","android","Facebook DPA",0
"1/3/2016","android","Iron Source App Install",169
"1/3/2016","android","Glispa App Install",3744.4
"1/3/2016","ios","BBM App Install",346.8
"1/2/2016","ios","GDN App Install",0
"1/2/2016","ios","BBM App Install",295.2
"1/2/2016","android","Instagram App Install",0
"1/2/2016","android","BBM App Install",852
"1/2/2016","ios","Iron Source App Install",0
"1/2/2016","android","UAC App Install",0
"1/2/2016","android","inMobi App Install",1383.2
"1/2/2016","android","Facebook App Install",2064.91
"1/2/2016","android","Facebook DPA",0
"1/2/2016","ios","Glispa App Install",0
"1/2/2016","ios","Facebook App Install",262.65
"1/2/2016","ios","inMobi App Install",323
"1/2/2016","android","Iron Source App Install",143
"1/2/2016","android","GDN App Install",2273.2
"1/2/2016","android","Glispa App Install",3104.2
"1/1/2016","android","Glispa App Install",2959
"1/1/2016","android","inMobi App Install",1337
"1/1/2016","ios","Glispa App Install",0
"1/1/2016","ios","Iron Source App Install",0
"1/1/2016","ios","BBM App Install",247.2
"1/1/2016","ios","GDN App Install",0
"1/1/2016","android","BBM App Install",765.6
"1/1/2016","android","Facebook App Install",1928.97
"1/1/2016","ios","inMobi App Install",363.8
"1/1/2016","android","Instagram App Install",0
"1/1/2016","ios","Facebook App Install",199.2
"1/1/2016","android","GDN App Install",651.61
"1/1/2016","android","Facebook DPA",0
"1/1/2016","android","Iron Source App Install",126
"1/1/2016","android","UAC App Install",0
"1/19/2017","ios","UAC App Install",617.22
"3/12/2017","ios","Facebook DPA",0
"3/20/2017","android","GDN App Install",0
"2/13/2017","android","Instagram App Install",0
"1/6/2017","android","inMobi App Install",224
"3/4/2017","android","Instagram App Install",0
"4/18/2017","android","UAC App Install",0
"5/3/2017","android","Facebook DPA",0
"5/2/2017","ios","Facebook App Install",0
"4/14/2017","ios","UAC App Install",0
"1/31/2017","android","Iron Source App Install",679.5
"1/3/2017","android","Facebook App Install",0
"2/20/2017","android","GDN App Install",0
"4/30/2017","ios","UAC App Install",0
"5/2/2017","ios","Mundomedia App Install",145.2
"5/29/2017","ios","Instagram App Install",0
"1/2/2017","android","Facebook App Install",4302.93
"1/9/2017","android","Facebook DPA",0
"2/21/2017","android","inMobi App Install",320.6
"2/26/2017","android","Facebook App Install",0
"2/19/2017","ios","inMobi App Install",0
"4/3/2017","android","Facebook DPA",0
"1/29/2017","android","UAC App Install",4240.54
"2/5/2017","android","UAC App Install",0
"2/14/2017","android","UAC App Install",0
"5/20/2017","ios","Facebook DPA",0
"5/29/2017","ios","Instagram App Install",0
"1/16/2017","android","inMobi App Install",355.6
"1/5/2017","ios","UAC App Install",959.7
"2/12/2017","ios","inMobi App Install",0
"5/21/2017","android","Facebook DPA",0
"4/1/2017","ios","Facebook App Install",423.34
"3/7/2017","android","Glispa App Install",894.3
"2/28/2017","ios","Facebook App Install",304.27
"2/22/2017","android","UAC App Install",0
"4/29/2017","ios","Instagram App Install",0
"1/2/2017","ios","BBM App Install",78
"1/1/2017","android","UAC App Install",0
"4/17/2017","android","Facebook App Install",0
"4/29/2017","ios","Facebook DPA",0
"1/26/2017","android","Facebook App Install",3856.76
"1/2/2017","android","Glispa App Install",284.9
"2/5/2017","android","Glispa App Install",0
"3/21/2017","ios","Facebook App Install",0
"1/15/2017","android","BBM App Install",555.6
"5/21/2017","ios","UAC App Install",0
"1/4/2017","ios","Facebook App Install",205.84
"4/29/2017","android","Instagram App Install",0
"1/24/2017","android","BBM App Install",748.8
"5/1/2017","ios","Facebook DPA",0
"3/11/2017","ios","Instagram App Install",0
"5/18/2017","android","Facebook DPA",0
"3/22/2017","android","GDN App Install",0
"4/12/2017","ios","UAC App Install",0
"5/25/2017","ios","Facebook App Install",0
"4/10/2017","ios","UAC App Install",0
"3/14/2017","ios","UAC App Install",0
"2/8/2017","ios","UAC App Install",0
"5/28/2017","android","Facebook DPA",0
"5/10/2017","ios","UAC App Install",0
"3/31/2017","android","Instagram App Install",0
"5/20/2017","android","inMobi App Install",242.2
"1/21/2017","android","Glispa App Install",1842.5
"5/30/2017","android","UAC App Install",0
"5/27/2017","ios","Facebook DPA",0
"4/18/2017","ios","Facebook App Install",0
"5/4/2017","ios","UAC App Install",876.43
"5/27/2017","android","UAC App Install",0
"4/24/2017","ios","UAC App Install",0
"4/12/2017","ios","Mundomedia App Install",72.6
"2/4/2017","android","UAC App Install",0
"1/17/2017","android","Facebook App Install",0
"5/7/2017","android","Iron Source App Install",776.7
"3/19/2017","android","Instagram App Install",0
"3/6/2017","android","GDN App Install",0
"1/16/2017","android","Facebook DPA",0
"5/18/2017","ios","Facebook App Install",0
"5/15/2017","ios","Facebook App Install",0
"1/27/2017","ios","UAC App Install",0
"4/25/2017","android","Facebook App Install",0
"5/19/2017","ios","Mundomedia App Install",171.6
"4/9/2017","ios","Instagram App Install",0
"1/5/2017","ios","Instagram App Install",0
"3/16/2017","ios","Facebook DPA",0
"5/9/2017","android","Instagram App Install",0
"5/17/2017","android","Iron Source App Install",427.5
"1/4/2017","ios","Facebook DPA",0
"2/11/2017","ios","Facebook DPA",0
"3/5/2017","ios","BBM App Install",40.8
"3/22/2017","android","inMobi App Install",0
"1/14/2017","ios","Instagram App Install",0
"2/25/2017","android","GDN App Install",0
"2/23/2017","ios","UAC App Install",0
"2/3/2017","ios","Instagram App Install",0
"4/12/2017","ios","Instagram App Install",0
"4/1/2017","ios","inMobi App Install",0
"5/14/2017","android","Instagram App Install",0
"1/3/2017","ios","GDN App Install",1.2
"2/11/2017","android","UAC App Install",3854.35
"4/28/2017","android","inMobi App Install",3535
"4/25/2017","android","Facebook App Install",0
"3/14/2017","ios","inMobi App Install",0
"1/10/2017","android","Facebook App Install",0
"1/25/2017","android","Facebook DPA",0
"2/2/2017","ios","UAC App Install",0
"3/17/2017","android","Glispa App Install",0
"1/7/2017","android","Facebook App Install",0
"2/5/2017","android","BBM App Install",597.6
"4/18/2017","ios","Facebook App Install",266.67
"3/13/2017","android","Facebook App Install",0
"1/2/2017","android","BBM App Install",988.8
"3/14/2017","android","Instagram App Install",0
"2/21/2017","ios","Facebook DPA",0
"1/27/2017","android","Facebook App Install",0
"2/21/2017","android","Instagram App Install",0
"3/18/2017","android","Facebook App Install",0
"5/20/2017","ios","Facebook App Install",0
"5/12/2017","ios","Facebook App Install",0
"3/31/2017","android","Facebook DPA",0
"1/27/2017","ios","GDN App Install",0.05
"5/8/2017","android","UAC App Install",4236.99
"4/13/2017","android","inMobi App Install",2090.2
"3/23/2017","android","BBM App Install",537.6
"1/25/2017","android","BBM App Install",616.8
"1/8/2017","ios","GDN App Install",0.86
"1/18/2017","android","Instagram App Install",0
"5/1/2017","ios","UAC App Install",0
"3/7/2017","ios","UAC App Install",0
"1/2/2017","android","inMobi App Install",287
"3/8/2017","android","Facebook App Install",3016.09
"3/30/2017","android","Glispa App Install",0
"4/24/2017","ios","Mundomedia App Install",4.4
"2/8/2017","android","GDN App Install",0
"2/4/2017","android","Facebook App Install",0
"4/8/2017","android","GDN App Install",0
"5/21/2017","ios","UAC App Install",0
"5/2/2017","android","UAC App Install",7967.94
"3/17/2017","android","Iron Source App Install",664.2
"4/19/2017","android","GDN App Install",0
"4/12/2017","ios","inMobi App Install",0
"1/22/2017","ios","Facebook App Install",145.6
"2/3/2017","android","Glispa App Install",0
"3/3/2017","android","Glispa App Install",0
"3/1/2017","android","BBM App Install",835.2
"1/8/2017","ios","BBM App Install",84
"2/9/2017","ios","UAC App Install",849.84
"2/11/2017","ios","BBM App Install",32.4
"1/2/2017","ios","Facebook DPA",0
"2/4/2017","ios","Instagram App Install",0
"5/2/2017","ios","UAC App Install",0
"4/30/2017","ios","Facebook DPA",0
"3/6/2017","android","Facebook DPA",0
"5/7/2017","android","inMobi App Install",2682.4
"3/24/2017","android","Glispa App Install",0
"3/19/2017","android","Glispa App Install",0
"2/12/2017","android","inMobi App Install",0
"1/5/2017","android","Facebook DPA",0
"1/12/2017","ios","Facebook DPA",0
"1/31/2017","android","Iron Source App Install",0
"1/5/2017","android","GDN App Install",14.41
"3/20/2017","android","Facebook App Install",0
"1/25/2017","android","Facebook App Install",0
"4/1/2017","ios","Instagram App Install",0
"4/29/2017","android","UAC App Install",0
"3/16/2017","ios","BBM App Install",24
"3/31/2017","android","UAC App Install",0
"4/29/2017","ios","inMobi App Install",0
"1/13/2017","android","Glispa App Install",0
"3/2/2017","ios","Facebook DPA",0
"3/12/2017","android","Facebook App Install",0
"2/27/2017","android","Glispa App Install",0
"1/7/2017","android","Iron Source App Install",534.6
"3/9/2017","ios","Facebook DPA",0
"3/28/2017","android","UAC App Install",3192.92
"1/10/2017","ios","inMobi App Install",0
"2/20/2017","android","Instagram App Install",0
"3/4/2017","ios","Facebook DPA",0
"5/7/2017","ios","Facebook DPA",0
"3/17/2017","android","Facebook App Install",3115.45
"1/27/2017","ios","Facebook DPA",0
"5/29/2017","ios","BBM App Install",75.6
"2/6/2017","ios","Facebook App Install",136.32
"4/8/2017","android","Facebook App Install",0
"2/5/2017","ios","Facebook DPA",0
"5/21/2017","android","Iron Source App Install",115.2
"3/1/2017","ios","Facebook App Install",0
"1/25/2017","android","Facebook DPA",0
"2/24/2017","android","Iron Source App Install",23.4
"5/12/2017","android","Facebook App Install",13836.8
"2/16/2017","ios","Facebook App Install",0
"5/12/2017","android","Instagram App Install",0
"3/24/2017","android","Facebook App Install",3239.48
"4/1/2017","android","Glispa App Install",0
"4/4/2017","ios","BBM App Install",44.4
"3/29/2017","android","Iron Source App Install",0
"2/7/2017","android","Glispa App Install",559.9
"3/20/2017","android","Facebook DPA",0
"4/8/2017","android","UAC App Install",0
"4/12/2017","ios","Facebook App Install",0
"4/16/2017","android","Facebook DPA",0
"1/5/2017","ios","UAC App Install",0
"3/8/2017","android","Instagram App Install",0
"3/30/2017","ios","inMobi App Install",0
"1/28/2017","ios","UAC App Install",0
"2/25/2017","android","Instagram App Install",0
"3/18/2017","android","UAC App Install",0
"3/29/2017","android","inMobi App Install",0
"3/13/2017","ios","inMobi App Install",0
"2/13/2017","android","Facebook DPA",0
"2/27/2017","android","UAC App Install",3981.86
"1/11/2017","android","UAC App Install",0
"1/14/2017","ios","GDN App Install",0.78
"5/19/2017","ios","Facebook DPA",0
"1/6/2017","ios","inMobi App Install",0
"3/24/2017","android","Facebook App Install",0
"2/18/2017","android","Glispa App Install",0
"2/6/2017","android","GDN App Install",0
"3/3/2017","android","Facebook App Install",0
"5/2/2017","ios","Facebook App Install",0
"4/4/2017","ios","Facebook App Install",0
"3/11/2017","android","UAC App Install",0
"5/9/2017","ios","UAC App Install",0
"1/27/2017","android","GDN App Install",2.01
"3/29/2017","android","UAC App Install",0
"3/7/2017","android","Facebook DPA",0
"4/11/2017","android","Glispa App Install",0
"4/15/2017","ios","Facebook DPA",0
"1/7/2017","android","Glispa App Install",823.9
"1/29/2017","ios","UAC App Install",1448.11
"1/2/2017","android","Instagram App Install",0
"4/11/2017","android","inMobi App Install",2423.4
